FID,OBJECTID,id,previousId,eventDate,year_,month_,day_,country,countryCod,stateProvi,county,locality,verbatimLo,decimalLat,decimalLon,geodeticDa,scientific_name,kingdom,phylum,class,order_,family,genus,specificEp,taxonRank,scientif_1,vernacular
223,9690,URN:catalog:CLO:EBIRD:OBS627314398,Brotogeris jugularis,2018-06-03,2018,6,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Unnamed Road, Cesar, CO (10.39, -73.021)","CO | Cesar | Unnamed Road, Cesar, CO (10.39, -73.021)",10.3901,-73.0205,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
242,10497,URN:catalog:CLO:EBIRD:OBS664295102,Brotogeris jugularis,2018-10-06,2018,10,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
244,10570,URN:catalog:CLO:EBIRD:OBS528772402,Brotogeris jugularis,2017-08-19,2017,8,19,Colombia,CO,Cesar,Manaure Balcón del Cesar,Camino Sabana Rubia,CO | Cesar | Camino Sabana Rubia,10.3951,-72.9416,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
245,10618,URN:catalog:CLO:EBIRD:OBS635653456,Brotogeris jugularis,2018-06-04,2018,6,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure Vereda Canada 1200 - 1600m,CO | Cesar | Manaure Vereda Canada 1200 - 1600m,10.3716,-73.0037,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
246,10623,URN:catalog:CLO:EBIRD:OBS929171359,Brotogeris jugularis,2018-01-30,2018,1,30,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
247,10759,URN:catalog:CLO:EBIRD:OBS281425793,Brotogeris jugularis,2009-02-24,2009,2,24,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
255,11059,URN:catalog:CLO:EBIRD:OBS821070928,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure (10.3923,-73.0127)","CO | Cesar | CO-Cesar-Manaure (10.3923,-73.0127)",10.3923,-73.0127,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
258,11205,URN:catalog:CLO:EBIRD:OBS728260140,Brotogeris jugularis,2019-02-09,2019,2,9,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure to Chamicero del Perijá eco-lodge--1110 meters,CO | Cesar | Manaure to Chamicero del Perijá eco-lodge--1110 meters,10.3839,-73.0121,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
263,11397,URN:catalog:CLO:EBIRD:OBS591196113,Brotogeris jugularis,2018-01-17,2018,1,17,Colombia,CO,La Guajira,Maicao,"Cabañas Montes De Oca Y Sendero Road, La Guajira, CO (11,179, -72,369)","CO | La Guajira | Cabañas Montes De Oca Y Sendero Road, La Guajira, CO (11,179, -72,369)",11.1785,-72.3689,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
265,11458,URN:catalog:CLO:EBIRD:OBS273355838,Brotogeris jugularis,2014-04-18,2014,4,18,Colombia,CO,La Guajira,Barrancas,"Barrancas, La Guajira","CO | La Guajira | Barrancas, La Guajira",10.9084,-72.7629,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
271,11938,URN:catalog:CLO:EBIRD:OBS737324648,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Perija Road - Lower, Golden-winged Sparrow spot","CO | Cesar | Perija Road - Lower, Golden-winged Sparrow spot",10.3885,-73.0084,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
273,11975,URN:catalog:CLO:EBIRD:OBS751654643,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
276,12082,URN:catalog:CLO:EBIRD:OBS635653283,Brotogeris jugularis,2018-06-05,2018,6,5,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure Vereda Canada 1200 - 1600m,CO | Cesar | Manaure Vereda Canada 1200 - 1600m,10.3716,-73.0037,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
281,12204,URN:catalog:CLO:EBIRD:OBS628083096,Brotogeris jugularis,2018-06-04,2018,6,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Villa Adelaida, Cesar, CO (10.39, -73.02)","CO | Cesar | Villa Adelaida, Cesar, CO (10.39, -73.02)",10.3905,-73.0204,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
284,12341,URN:catalog:CLO:EBIRD_COL:OBS739306879,Brotogeris jugularis,2018-06-05,2018,6,5,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Los Tananeos, Manaure","CO | Cesar | Los Tananeos, Manaure",10.386,-73.0546,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
286,12553,URN:catalog:CLO:EBIRD:OBS744725358,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,Perija - Drive from Manaure to Chamicero Reserve,CO | Cesar | Perija - Drive from Manaure to Chamicero Reserve,10.365,-72.9745,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
287,12601,URN:catalog:CLO:EBIRD_CAN:OBS536010303,Brotogeris jugularis,2017-08-20,2017,8,20,Colombia,CO,La Guajira,La Jagua del Pilar,Roadside Stop on 49,CO | La Guajira | Roadside Stop on 49,10.444,-73.1422,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
303,13253,URN:catalog:CLO:EBIRD:OBS494687347,Brotogeris jugularis,2017-05-03,2017,5,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
305,13368,URN:catalog:CLO:EBIRD:OBS808940675,Brotogeris jugularis,2019-09-18,2019,9,18,Colombia,CO,La Guajira,La Jagua del Pilar,"Corregimiento Plan, cabecera urbana","CO | La Guajira | Corregimiento Plan, cabecera urbana",10.4572,-73.0373,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
310,13560,URN:catalog:CLO:EBIRD:OBS315800366,Brotogeris jugularis,2015-04-26,2015,4,26,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Above Manaure - coffee, cacoa, and second growth","CO | Cesar | Above Manaure - coffee, cacoa, and second growth",10.3922,-73.0171,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
313,13634,URN:catalog:CLO:EBIRD_COL:OBS803138020,Brotogeris jugularis,2019-09-08,2019,9,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,Casa Campo El Tucan,CO | Cesar | Casa Campo El Tucan,10.3888,-73.0076,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
316,13696,URN:catalog:CLO:EBIRD:OBS544195957,Brotogeris jugularis,2017-10-07,2017,10,7,Colombia,CO,La Guajira,La Jagua del Pilar,"Unnamed Road, El Plan, La Guajira, CO (10.458, -73.04)","CO | La Guajira | Unnamed Road, El Plan, La Guajira, CO (10.458, -73.04)",10.458,-73.04,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
318,13842,URN:catalog:CLO:EBIRD:OBS464926380,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3886x-73.0096 - Feb 8, 2017, 1:45 PM","CO | Cesar | 10.3886x-73.0096 - Feb 8, 2017, 1:45 PM",10.3886,-73.0096,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
319,13851,URN:catalog:CLO:EBIRD:OBS836904387,Brotogeris jugularis,2019-12-01,2019,12,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure,CO | Cesar | Manaure,10.3918,-73.013,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
324,14002,URN:catalog:CLO:EBIRD:OBS792818010,Brotogeris jugularis,2011-09-05,2011,9,5,Colombia,CO,La Guajira,Fonseca,"DMI Serranía Perijá, Guajira(Sector Puerto López - Las Colonias)","CO | La Guajira | DMI Serranía Perijá, Guajira(Sector Puerto López - Las Colonias)",10.7767,-72.6916,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
327,14370,URN:catalog:CLO:EBIRD:OBS574696470,Brotogeris jugularis,2018-02-03,2018,2,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure,CO | Cesar | Manaure,10.3907,-73.0093,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
329,14395,URN:catalog:CLO:EBIRD:OBS752363427,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Albania,"Montes de Oca, cuenca alta del arroyo Bruno","CO | La Guajira | Montes de Oca, cuenca alta del arroyo Bruno",11.1067,-72.4735,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
335,14678,URN:catalog:CLO:EBIRD:OBS744599584,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,"Perija Road - Lower, Golden-winged Sparrow spot","CO | Cesar | Perija Road - Lower, Golden-winged Sparrow spot",10.3885,-73.0084,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
339,14845,URN:catalog:CLO:EBIRD:OBS353892767,Brotogeris jugularis,2015-11-11,2015,11,11,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
341,14880,URN:catalog:CLO:EBIRD:OBS700597343,Brotogeris jugularis,2019-01-20,2019,1,20,Colombia,CO,Cesar,Valledupar,"Los Besotes. Cesar, CO (10.567, -73.252)","CO | Cesar | Los Besotes. Cesar, CO (10.567, -73.252)",10.5668,-73.2523,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
345,15135,URN:catalog:CLO:EBIRD:OBS464965241,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3886x-73.0096 - Feb 8, 2017, 1:45 PM","CO | Cesar | 10.3886x-73.0096 - Feb 8, 2017, 1:45 PM",10.3886,-73.0096,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
346,15224,URN:catalog:CLO:EBIRD:OBS821579509,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Valledupar,"(10.5669,-73.2525)","CO | Cesar | (10.5669,-73.2525)",10.5669,-73.2525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
348,15457,URN:catalog:CLO:EBIRD:OBS752595729,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Riohacha,RNSC San Martín - Pozo García,CO | La Guajira | RNSC San Martín - Pozo García,11.1121,-72.9204,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
349,15494,URN:catalog:CLO:EBIRD:OBS737324100,Brotogeris jugularis,2019-04-01,2019,4,1,Colombia,CO,Cesar,Manaure Balcón del Cesar,Perija - Drive from Manaure to Chamicero Reserve,CO | Cesar | Perija - Drive from Manaure to Chamicero Reserve,10.365,-72.9745,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
355,15761,URN:catalog:CLO:EBIRD:OBS823815986,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,La Paz,RNA Chamicero del Perijá--Lodge,CO | Cesar | RNA Chamicero del Perijá--Lodge,10.3627,-72.9498,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
360,15896,URN:catalog:CLO:EBIRD:OBS302346418,Brotogeris jugularis,2015-03-10,2015,3,10,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
361,15900,URN:catalog:CLO:EBIRD:OBS821181952,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure (10.3923,-73.0127)","CO | Cesar | CO-Cesar-Manaure (10.3923,-73.0127)",10.3923,-73.0127,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
370,16189,URN:catalog:CLO:EBIRD:OBS716842557,Brotogeris jugularis,2019-01-26,2019,1,26,Colombia,CO,La Guajira,Riohacha,"Predio Pozo García 49, La Guajira, CO (11,112, -72,92)","CO | La Guajira | Predio Pozo García 49, La Guajira, CO (11,112, -72,92)",11.1117,-72.9203,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
375,16457,URN:catalog:CLO:EBIRD:OBS821001045,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Valledupar,"(10.5669,-73.2525)","CO | Cesar | (10.5669,-73.2525)",10.5669,-73.2525,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
376,16555,URN:catalog:CLO:EBIRD:OBS315800626,Brotogeris jugularis,2015-04-21,2015,4,21,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
377,16564,URN:catalog:CLO:EBIRD:OBS683078650,Brotogeris jugularis,2016-10-18,2016,10,18,Colombia,CO,La Guajira,Urumita,Finca La La Pradera,CO | La Guajira | Finca La La Pradera,10.5439,-73.0776,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
382,16721,URN:catalog:CLO:EBIRD:OBS823388290,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure (10.3923,-73.0127)","CO | Cesar | CO-Cesar-Manaure (10.3923,-73.0127)",10.3923,-73.0127,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
388,16927,URN:catalog:CLO:EBIRD:OBS682800041,Brotogeris jugularis,2018-12-03,2018,12,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,Villa Adelaida Ecolodge,CO | Cesar | Villa Adelaida Ecolodge,10.3897,-73.0195,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
398,17365,URN:catalog:CLO:EBIRD:OBS752914378,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,Cesar,Manaure Balcón del Cesar,"(10.3741,-73.0083)","CO | Cesar | (10.3741,-73.0083)",10.3741,-73.0083,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
399,17529,URN:catalog:CLO:EBIRD:OBS464985022,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3886x-73.0096 - Feb 8, 2017, 1:45 PM","CO | Cesar | 10.3886x-73.0096 - Feb 8, 2017, 1:45 PM",10.3886,-73.0096,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
401,17559,URN:catalog:CLO:EBIRD:OBS753414116,Brotogeris jugularis,2019-05-04,2019,5,4,Colombia,CO,La Guajira,Urumita,"Estación 4 El Marimondo Región del Pintao Urumita, CO (10,502, -72,999)","CO | La Guajira | Estación 4 El Marimondo Región del Pintao Urumita, CO (10,502, -72,999)",10.5021,-72.999,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
402,17605,URN:catalog:CLO:EBIRD:OBS464918991,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,"10.3886x-73.0096 - Feb 8, 2017, 1:45 PM","CO | Cesar | 10.3886x-73.0096 - Feb 8, 2017, 1:45 PM",10.3886,-73.0096,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
403,17664,URN:catalog:CLO:EBIRD:OBS449366794,Brotogeris jugularis,2016-12-16,2016,12,16,Colombia,CO,Cesar,Valledupar,Ecoparque Los Besotes--Campamento Base,CO | Cesar | Ecoparque Los Besotes--Campamento Base,10.5734,-73.248,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
408,17847,URN:catalog:CLO:EBIRD:OBS464965562,Brotogeris jugularis,2017-02-08,2017,2,8,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
410,17971,URN:catalog:CLO:EBIRD:OBS781955493,Brotogeris jugularis,2019-07-04,2019,7,4,Colombia,CO,La Guajira,Riohacha,"(11.547, -72.908) Frente Corpoguajira","CO | La Guajira | (11.547, -72.908) Frente Corpoguajira",11.547,-72.9079,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
414,18200,URN:catalog:CLO:EBIRD:OBS821579741,Brotogeris jugularis,2019-10-23,2019,10,23,Colombia,CO,Cesar,Manaure Balcón del Cesar,"CO-Cesar-Manaure (10.3923,-73.0127)","CO | Cesar | CO-Cesar-Manaure (10.3923,-73.0127)",10.3923,-73.0127,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
415,18221,URN:catalog:CLO:EBIRD_CAMERICA:OBS828142625,Brotogeris jugularis,2019-11-15,2019,11,15,Colombia,CO,La Guajira,Albania,"(11.1666,-72.5477)Arroyo Bruno 75-100m","CO | La Guajira | (11.1666,-72.5477)Arroyo Bruno 75-100m",11.1666,-72.5477,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
418,18253,URN:catalog:CLO:EBIRD:OBS664484100,Brotogeris jugularis,2018-10-06,2018,10,6,Colombia,CO,Cesar,Manaure Balcón del Cesar,RN Los Tananeos,CO | Cesar | RN Los Tananeos,10.3878,-73.0561,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
419,18345,URN:catalog:CLO:EBIRD:OBS528773381,Brotogeris jugularis,2017-08-20,2017,8,20,Colombia,CO,La Guajira,La Jagua del Pilar,"CO-Cesar-La Paz-88 - 10,4441x-73,1422","CO | La Guajira | CO-Cesar-La Paz-88 - 10,4441x-73,1422",10.4441,-73.1422,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
420,18381,URN:catalog:CLO:EBIRD:OBS500642657,Brotogeris jugularis,2017-05-13,2017,5,13,Colombia,CO,Cesar,Manaure Balcón del Cesar,Manaure y alrededores,CO | Cesar | Manaure y alrededores,10.3839,-73.0156,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
422,18426,URN:catalog:CLO:EBIRD:OBS678890247,Brotogeris jugularis,2018-11-21,2018,11,21,Colombia,CO,Cesar,Manaure Balcón del Cesar,"(10.3612,-73.0070)","CO | Cesar | (10.3612,-73.0070)",10.3612,-73.007,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
432,18904,URN:catalog:CLO:EBIRD:OBS820034060,Brotogeris jugularis,2019-10-19,2019,10,19,Colombia,CO,Cesar,Manaure Balcón del Cesar,Chilapacha,CO | Cesar | Chilapacha,10.3973,-73.0456,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
440,19274,URN:catalog:CLO:EBIRD:OBS790290658,Brotogeris jugularis,2019-07-31,2019,7,31,Colombia,CO,La Guajira,Riohacha,"Calle 1 1A-1–1A-99, Riohacha CO-La Guajira (11.5550,-72.9011) Hotel Gimaura","CO | La Guajira | Calle 1 1A-1–1A-99, Riohacha CO-La Guajira (11.5550,-72.9011) Hotel Gimaura",11.555,-72.9011,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
445,19401,URN:catalog:CLO:EBIRD:OBS714212020,Brotogeris jugularis,2019-02-20,2019,2,20,Colombia,CO,Cesar,Manaure Balcón del Cesar,Just outside Manaure,CO | Cesar | Just outside Manaure,10.3899,-73.0211,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
448,19456,URN:catalog:CLO:EBIRD:OBS744345864,Brotogeris jugularis,2019-04-24,2019,4,24,Colombia,CO,La Guajira,Albania,"Tranv. Buena Vista-Puerto Bolivar, Cuestecitas, La Guajira, CO (11,182, -72,614)","CO | La Guajira | Tranv. Buena Vista-Puerto Bolivar, Cuestecitas, La Guajira, CO (11,182, -72,614)",11.182,-72.6139,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
450,19488,URN:catalog:CLO:EBIRD:OBS628395016,Brotogeris jugularis,2018-06-03,2018,6,3,Colombia,CO,Cesar,Manaure Balcón del Cesar,Camino Sabana Rubia,CO | Cesar | Camino Sabana Rubia,10.3951,-72.9416,WGS84,Brotogeris jugularis,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Brotogeris,jugularis,Especie,"(Statius Muller, 1776)",Orange-chinned Parakeet
